Latitude,Longitude,Accident Frequency,Accident Severity,Road Type,Road Condition,Weather,Lighting,Speed Limit (km/h),Traffic Volume (vehicles/day),Road Curvature,Elevation & Gradient,Intersections,Pedestrian Activity,Road Signage,Guardrails,Accident Prone
-17.736074,31.620732,14,4,Urban Road,Fair,Clear,Night,120,28150,Straight,Low,0,Low,Absent,Absent,1
-18.222434,31.47542,10,3,Urban Road,Poor,Clear,Day,60,11766,Straight,Low,5,Low,Absent,Present,0
-17.52873,32.454857,13,2,Highway,Poor,Clear,Night,110,19042,Moderate,Medium,3,Low,Present,Present,1
-17.359543,31.086781,7,1,Highway,Fair,Rainy,Day,50,11320,Straight,High,4,Low,Absent,Present,0
-17.91719,31.352691,7,5,Rural Road,Fair,Clear,Day,70,19476,Straight,Low,4,Medium,Absent,Present,1
-18.483227,31.59685,8,3,Rural Road,Good,Clear,Day,60,12626,Moderate,Low,0,High,Present,Present,0
-18.23552,31.715227,12,4,Urban Road,Poor,Rainy,Night,110,7019,Moderate,Low,0,Medium,Absent,Absent,1
-16.693196,30.609106,10,4,Urban Road,Fair,Clear,Day,80,17171,Straight,Medium,3,Low,Present,Absent,1
-17.159295,31.23865,9,5,Urban Road,Poor,Clear,Night,70,20964,Straight,Medium,0,Medium,Present,Absent,1
-17.324131,30.590293,7,2,Rural Road,Poor,Rainy,Day,50,29120,Sharp,Low,2,Low,Present,Absent,1
-18.318794,31.208339,17,5,Urban Road,Poor,Clear,Day,50,5166,Straight,Medium,5,Medium,Present,Present,1
-17.742917,31.886332,7,1,Highway,Fair,Foggy,Day,90,17030,Gentle,Medium,3,Medium,Present,Present,0
-17.81686,30.936915,14,3,Urban Road,Good,Clear,Night,80,27319,Straight,Low,2,Low,Present,Absent,1
-18.372626,30.900144,11,4,Urban Road,Good,Clear,Day,100,18548,Gentle,Low,4,Medium,Present,Present,1
-17.876821,32.425916,6,2,Urban Road,Poor,Rainy,Night,70,18766,Straight,Medium,3,Low,Present,Present,1
-17.981704,32.352002,16,1,Highway,Fair,Foggy,Day,50,16815,Straight,High,5,Low,Present,Absent,1
-17.017513,30.763555,10,2,Urban Road,Poor,Clear,Day,90,18922,Sharp,Low,1,Low,Present,Present,1
-17.143635,31.129674,11,4,Highway,Fair,Rainy,Night,120,10102,Straight,Medium,1,Low,Present,Present,1
-18.077437,31.07385,11,3,Highway,Good,Clear,Night,110,21748,Gentle,Medium,2,Low,Present,Present,0
-17.855515,30.624667,6,4,Urban Road,Good,Clear,Day,50,4078,Moderate,Low,4,Low,Present,Present,1
-17.314827,31.290371,10,1,Highway,Good,Clear,Night,80,4134,Sharp,Medium,2,Low,Present,Present,0
-16.651572,30.581405,11,1,Highway,Good,Clear,Day,100,23869,Moderate,Medium,3,Low,Present,Present,0
-17.299967,31.979222,8,5,Rural Road,Fair,Rainy,Night,60,26936,Straight,Low,4,Low,Present,Absent,1
-17.197471,30.612361,6,1,Rural Road,Good,Rainy,Night,60,8866,Straight,Low,1,Low,Present,Present,1
-16.88976,32.191745,11,4,Urban Road,Fair,Rainy,Day,50,12414,Gentle,Low,5,Low,Present,Present,1
-16.743723,31.573234,10,4,Rural Road,Good,Clear,Day,110,25597,Straight,Low,2,Low,Present,Present,1
-18.245258,30.724315,10,2,Urban Road,Good,Rainy,Day,110,17465,Gentle,Medium,0,Low,Present,Present,0
-16.87838,30.63801,5,3,Urban Road,Good,Foggy,Night,50,16116,Straight,High,5,Low,Present,Present,1
-17.938906,32.290089,8,2,Urban Road,Fair,Clear,Day,120,26868,Gentle,Medium,0,Low,Present,Absent,0
-17.516546,30.538654,7,1,Highway,Good,Clear,Night,80,13593,Gentle,Low,2,Low,Absent,Present,0
-17.695739,30.88124,11,4,Urban Road,Good,Rainy,Day,80,20474,Moderate,Medium,4,Medium,Present,Present,1
-17.459423,31.318545,8,1,Highway,Good,Clear,Day,80,4448,Moderate,Low,3,Medium,Absent,Present,0
-18.311918,31.733527,12,1,Urban Road,Good,Rainy,Night,70,9296,Straight,Low,3,High,Present,Absent,1
-16.851098,31.905306,9,1,Highway,Fair,Clear,Day,80,29885,Straight,Medium,2,Medium,Absent,Absent,0
-18.352032,30.933364,13,3,Urban Road,Good,Rainy,Day,70,2831,Straight,Medium,5,Medium,Present,Absent,1
-17.15697,30.926574,8,3,Urban Road,Poor,Clear,Day,90,12589,Straight,Low,4,Medium,Present,Present,0
-17.3433,30.553733,9,2,Urban Road,Fair,Clear,Day,110,4995,Straight,Low,4,Low,Present,Present,0
-16.915604,31.396625,17,3,Highway,Good,Rainy,Day,50,8062,Gentle,Low,0,High,Present,Present,1
-17.081948,32.416701,7,5,Urban Road,Fair,Clear,Day,80,13254,Straight,High,0,Medium,Present,Present,1
-18.278127,31.537696,9,1,Highway,Good,Foggy,Day,90,12969,Moderate,Medium,3,Medium,Present,Present,0
-17.212522,32.344797,10,2,Highway,Good,Clear,Day,50,23362,Straight,Low,1,Low,Absent,Absent,0
-17.619653,31.46399,15,4,Urban Road,Good,Rainy,Night,60,25340,Moderate,Low,0,Low,Present,Present,1
-17.315522,31.798215,18,2,Urban Road,Good,Rainy,Day,70,12921,Gentle,High,0,Low,Present,Present,1
-17.949901,31.684119,8,2,Highway,Good,Clear,Day,60,18054,Moderate,Low,0,Low,Absent,Present,0
-17.860491,31.993654,9,3,Highway,Fair,Rainy,Day,80,8745,Straight,Low,0,Low,Present,Present,0
-16.741054,32.020517,15,1,Urban Road,Fair,Rainy,Day,120,29154,Moderate,Low,1,Low,Present,Present,1
-18.426795,32.294826,16,4,Rural Road,Good,Rainy,Day,60,16459,Straight,Low,4,Low,Present,Present,1
-17.175377,31.736613,12,3,Urban Road,Fair,Clear,Day,80,16191,Straight,Low,2,Low,Absent,Present,0
-16.571294,31.97471,13,5,Highway,Good,Rainy,Night,110,27125,Gentle,Medium,2,Medium,Present,Absent,1
-18.012795,31.719629,5,5,Urban Road,Good,Rainy,Night,110,20103,Straight,Low,1,Low,Absent,Present,1
-18.146049,31.775668,12,4,Rural Road,Poor,Clear,Day,80,10890,Moderate,Low,1,Medium,Present,Present,1
-16.722714,31.855702,6,1,Urban Road,Fair,Foggy,Day,50,22575,Straight,Low,5,High,Present,Present,0
-18.119741,32.273685,6,1,Urban Road,Good,Clear,Day,120,11221,Moderate,Low,0,Low,Present,Absent,0
-17.34326,30.574514,14,1,Urban Road,Good,Rainy,Day,100,14765,Moderate,Low,5,Medium,Present,Present,1
-17.66316,31.120866,8,3,Urban Road,Poor,Rainy,Day,120,23526,Gentle,Low,1,Low,Present,Present,0
-16.664757,32.393191,6,4,Urban Road,Fair,Clear,Night,120,5998,Straight,Low,5,Medium,Present,Absent,1
-17.263209,31.26057,12,4,Highway,Fair,Rainy,Day,90,9472,Straight,Medium,4,Low,Present,Present,1
-17.801813,30.984562,12,3,Urban Road,Fair,Rainy,Night,80,21745,Straight,Medium,4,Low,Present,Present,1
-17.765997,31.6285,11,5,Rural Road,Fair,Clear,Day,100,25298,Moderate,Low,0,Medium,Present,Absent,1
-17.646151,31.692976,13,4,Highway,Good,Clear,Night,80,26615,Gentle,Medium,0,Low,Present,Present,1
-16.512706,30.830739,6,5,Urban Road,Fair,Clear,Night,90,29124,Gentle,Low,1,Low,Present,Absent,1
-17.93919,31.522348,15,4,Urban Road,Poor,Clear,Night,50,14093,Gentle,Medium,3,Medium,Present,Present,1
-18.176372,31.367525,7,3,Highway,Fair,Clear,Night,110,12478,Straight,Low,1,Low,Present,Present,0
-18.080348,31.213903,13,5,Highway,Fair,Rainy,Day,50,6942,Straight,Low,4,Medium,Present,Present,1
-16.857959,31.279337,7,1,Highway,Poor,Clear,Day,100,9051,Straight,Low,4,Low,Present,Absent,0
-18.173025,32.272036,14,4,Highway,Fair,Foggy,Day,120,10273,Straight,Low,4,Medium,Present,Present,1
-17.142593,31.812341,9,2,Urban Road,Fair,Clear,Day,70,4066,Moderate,High,3,Medium,Present,Absent,0
-17.464861,32.070912,8,5,Urban Road,Poor,Clear,Day,80,28834,Gentle,Low,2,Low,Present,Absent,1
-17.704547,31.039917,9,5,Rural Road,Good,Rainy,Day,80,24470,Moderate,Low,1,Low,Present,Present,1
-18.188978,31.746221,4,5,Highway,Fair,Clear,Day,80,13126,Moderate,Medium,1,Low,Present,Present,1
-18.195007,32.109964,10,2,Urban Road,Fair,Clear,Day,50,8652,Moderate,Low,2,Medium,Present,Absent,0
-17.086601,32.429612,11,4,Highway,Fair,Foggy,Day,70,14135,Straight,Medium,4,Medium,Present,Present,1
-16.770727,30.55258,15,4,Urban Road,Fair,Clear,Day,60,8487,Sharp,Low,0,Low,Present,Absent,1
-17.732097,31.906144,18,3,Rural Road,Poor,Rainy,Night,120,15299,Moderate,Low,5,Low,Absent,Present,1
-16.792543,30.633322,9,1,Urban Road,Fair,Clear,Day,90,8442,Straight,Low,4,Medium,Absent,Absent,0
-17.592854,31.155379,8,1,Urban Road,Good,Clear,Day,50,25872,Straight,Low,2,Low,Present,Present,0
-18.359448,31.509596,9,3,Rural Road,Fair,Rainy,Night,100,4057,Straight,High,0,Medium,Present,Present,1
-17.250318,30.557753,9,3,Rural Road,Good,Clear,Day,90,14084,Moderate,Low,0,Medium,Present,Absent,0
-17.941652,30.647475,11,4,Rural Road,Fair,Clear,Day,110,9409,Moderate,Medium,1,Low,Present,Present,1
-16.877633,31.809307,11,1,Urban Road,Poor,Clear,Night,120,18368,Sharp,Low,5,Low,Present,Absent,1
-18.034229,31.456544,11,2,Urban Road,Fair,Clear,Night,50,7964,Straight,High,0,Medium,Present,Present,0
-17.927596,31.685058,10,3,Urban Road,Good,Clear,Day,100,20211,Gentle,Low,0,Low,Absent,Present,0
-18.342307,31.03096,12,5,Urban Road,Good,Clear,Night,70,6635,Moderate,Medium,1,Low,Absent,Present,1
-17.659785,30.893404,6,1,Rural Road,Good,Clear,Night,90,22301,Gentle,Low,4,Low,Present,Present,0
-16.669946,31.402662,15,2,Rural Road,Fair,Clear,Day,100,21722,Straight,Low,2,Medium,Present,Present,1
-17.089775,31.506397,15,2,Highway,Fair,Clear,Day,100,15805,Gentle,Low,3,Medium,Present,Present,1
-16.56885,30.932874,10,3,Urban Road,Poor,Clear,Day,110,26094,Moderate,Low,4,Low,Present,Present,1
-17.854155,31.287396,16,5,Rural Road,Fair,Clear,Day,110,22722,Straight,Low,0,Low,Present,Present,1
-17.120434,30.660747,7,3,Urban Road,Fair,Clear,Day,100,25794,Straight,Low,0,Low,Present,Present,0
-18.281758,32.264922,11,2,Highway,Good,Clear,Day,100,18650,Sharp,Low,2,Low,Absent,Present,0
-18.421436,32.392412,5,1,Highway,Good,Clear,Day,90,3354,Straight,Low,3,Medium,Present,Absent,0
-18.32524,30.71684,13,2,Highway,Fair,Clear,Day,50,2148,Gentle,Low,1,Medium,Present,Present,1
-16.730996,31.177324,12,4,Highway,Fair,Clear,Night,100,22190,Gentle,High,4,Low,Present,Absent,1
-18.416053,31.470478,13,1,Urban Road,Good,Clear,Day,120,27514,Sharp,Low,1,Low,Present,Present,1
-17.084416,31.968792,12,1,Urban Road,Good,Clear,Day,100,21879,Sharp,Medium,1,Medium,Present,Present,0
-17.489673,32.289853,14,4,Highway,Good,Clear,Day,60,8334,Straight,High,5,High,Present,Absent,1
-17.214202,31.33708,5,3,Rural Road,Good,Clear,Day,90,17370,Straight,Low,3,Low,Absent,Present,0
-18.228784,30.577425,7,3,Highway,Good,Clear,Day,120,22736,Moderate,Low,3,Low,Present,Present,0
-17.026482,32.176823,11,3,Urban Road,Good,Rainy,Day,90,9587,Straight,Low,1,Medium,Absent,Present,0
-18.46474,30.647506,13,1,Urban Road,Good,Rainy,Day,90,16088,Sharp,High,4,Medium,Present,Absent,1
-17.49156,31.525429,9,4,Urban Road,Fair,Rainy,Day,90,27729,Gentle,Medium,2,Low,Absent,Absent,1
-17.16914,32.343882,8,3,Highway,Good,Rainy,Night,100,11732,Gentle,Medium,0,Low,Present,Present,1
-17.136986,31.405466,6,4,Urban Road,Good,Clear,Day,120,15578,Straight,Low,4,High,Present,Present,1
-17.75117,30.766634,9,3,Rural Road,Good,Clear,Day,100,29969,Straight,Low,0,Medium,Present,Present,0
-16.96338,32.460318,15,4,Urban Road,Good,Clear,Day,80,19054,Straight,Low,5,Medium,Present,Present,1
-18.176921,30.622785,13,3,Urban Road,Poor,Clear,Day,100,3029,Moderate,Low,0,Low,Present,Present,1
-17.6369,32.047133,10,1,Highway,Good,Rainy,Night,90,10065,Straight,Medium,1,Low,Present,Absent,1
-17.999111,31.565066,10,4,Rural Road,Fair,Clear,Night,50,13419,Gentle,High,5,Medium,Present,Absent,1
-17.171968,32.305682,10,4,Urban Road,Good,Rainy,Night,100,12666,Straight,Low,2,Low,Present,Present,1
-17.870431,30.692002,13,2,Rural Road,Fair,Rainy,Day,60,7458,Moderate,Low,1,Medium,Present,Present,1
-17.360885,31.137104,9,4,Highway,Good,Clear,Night,110,2915,Gentle,Medium,3,Low,Absent,Present,1
-17.183876,30.947834,7,4,Highway,Good,Clear,Day,110,28816,Moderate,Medium,2,Low,Present,Absent,1
-16.694069,32.164656,8,3,Urban Road,Good,Clear,Day,70,18462,Moderate,Low,3,Low,Present,Present,0
-17.134475,32.151634,12,2,Urban Road,Fair,Clear,Day,110,28968,Straight,Low,5,High,Present,Present,0
-17.087665,31.08221,7,5,Highway,Fair,Clear,Day,100,13286,Straight,Low,0,Low,Present,Present,1
-16.554884,32.138138,10,3,Urban Road,Good,Rainy,Day,60,19018,Moderate,Medium,3,Medium,Present,Present,0
-18.267786,31.556214,11,5,Urban Road,Good,Clear,Night,70,21906,Straight,Medium,4,Low,Absent,Present,1
-16.939533,31.850101,8,2,Urban Road,Fair,Rainy,Day,70,21282,Gentle,Low,1,Low,Absent,Absent,0
-17.444057,30.708356,6,1,Highway,Good,Clear,Day,100,20656,Straight,Medium,0,Low,Absent,Present,0
-16.872974,31.492281,8,1,Urban Road,Poor,Clear,Day,90,19658,Moderate,Medium,2,Low,Present,Present,1
-17.579038,31.369676,7,3,Urban Road,Fair,Clear,Day,120,12060,Straight,Low,2,Low,Present,Present,0
-16.648002,32.066209,6,2,Highway,Good,Clear,Day,60,10727,Straight,Low,4,Low,Absent,Present,0
-16.796827,32.045695,11,2,Highway,Good,Clear,Night,70,2583,Sharp,High,0,Low,Present,Present,0
-18.013175,31.419065,12,1,Highway,Poor,Foggy,Day,80,27902,Straight,Medium,5,Low,Present,Absent,0
-17.217675,31.454728,13,5,Rural Road,Good,Clear,Night,60,13804,Sharp,Medium,0,Low,Present,Present,1
-16.641351,30.717419,10,1,Highway,Good,Clear,Day,120,17178,Sharp,Low,3,Medium,Present,Absent,0
-16.699718,30.860283,7,5,Urban Road,Fair,Clear,Day,50,17398,Straight,Low,5,Medium,Absent,Present,1
-17.00667,30.792021,15,4,Highway,Poor,Clear,Day,50,12985,Straight,Low,1,Medium,Absent,Absent,1
-17.361418,31.838366,12,5,Urban Road,Fair,Rainy,Night,100,11678,Straight,Low,2,Low,Present,Present,1
-17.384228,30.945914,11,4,Rural Road,Good,Rainy,Day,70,12277,Moderate,Low,4,Low,Absent,Absent,1
-17.956666,31.493728,10,1,Urban Road,Good,Foggy,Day,120,8306,Moderate,High,0,Low,Present,Present,1
-17.683616,31.80884,17,4,Highway,Fair,Rainy,Night,110,14015,Moderate,High,2,High,Present,Present,1
-16.916345,31.108948,6,4,Highway,Fair,Clear,Day,60,23642,Moderate,Medium,5,Medium,Present,Absent,1
-17.934257,30.568979,8,2,Highway,Good,Clear,Day,120,13058,Straight,Low,3,Medium,Present,Absent,0
-16.736491,31.076641,9,4,Urban Road,Fair,Rainy,Day,50,7463,Moderate,Low,4,Low,Present,Absent,1
-16.502133,32.048009,10,3,Highway,Poor,Rainy,Day,50,26401,Moderate,High,1,Low,Present,Present,1
-18.479524,31.070677,7,5,Urban Road,Poor,Clear,Night,60,3478,Straight,Low,3,Medium,Present,Absent,1
-17.85371,30.7453,10,2,Highway,Good,Clear,Day,120,15462,Straight,High,5,Low,Present,Absent,1
-17.117187,32.217232,8,2,Highway,Fair,Clear,Day,110,9555,Moderate,Low,4,High,Present,Present,0
-18.32184,30.726953,15,2,Urban Road,Good,Clear,Day,110,29385,Straight,Medium,5,Low,Present,Present,1
-17.361723,31.758968,8,3,Rural Road,Good,Rainy,Night,50,29478,Sharp,Medium,1,Medium,Present,Present,1
-16.809903,31.927344,8,5,Highway,Fair,Clear,Day,80,23796,Sharp,Low,4,High,Present,Present,1
-17.856053,31.25794,11,2,Urban Road,Good,Foggy,Day,120,17946,Sharp,Low,1,Medium,Present,Present,0
-16.98097,32.21928,10,3,Rural Road,Good,Clear,Night,50,2013,Gentle,High,4,Low,Present,Present,0
-17.90589,31.931278,18,1,Rural Road,Good,Clear,Day,90,3286,Moderate,High,1,Low,Present,Present,1
-16.754189,32.486116,5,1,Urban Road,Poor,Clear,Day,60,26944,Gentle,Medium,0,Low,Absent,Present,0
-17.387121,32.260258,14,1,Highway,Good,Clear,Night,80,3763,Straight,Low,1,High,Absent,Present,1
-18.384767,31.329022,11,2,Highway,Good,Clear,Day,100,14289,Straight,Low,1,Low,Present,Present,0
-17.577869,31.160587,13,3,Urban Road,Good,Clear,Day,80,21778,Straight,Medium,1,High,Absent,Present,1
-17.240106,31.571039,6,2,Urban Road,Good,Clear,Night,90,2973,Straight,Low,4,Low,Absent,Present,0
-16.9862,31.199104,10,5,Highway,Fair,Rainy,Night,60,5350,Straight,Medium,5,Medium,Present,Present,1
-18.283864,30.578506,14,4,Highway,Poor,Rainy,Day,80,27970,Straight,Medium,5,Low,Present,Absent,1
-17.422636,31.777178,11,5,Urban Road,Fair,Rainy,Day,60,6220,Straight,High,2,Low,Present,Absent,1
-18.463951,31.690062,11,2,Highway,Fair,Rainy,Night,60,11201,Moderate,High,5,Low,Present,Absent,1
-17.252387,32.392901,5,1,Urban Road,Fair,Rainy,Day,50,26161,Straight,Medium,3,Medium,Present,Present,0
-16.900115,31.030078,8,4,Urban Road,Good,Rainy,Day,80,5970,Straight,Low,3,Low,Present,Absent,1
-18.435144,31.671869,13,2,Highway,Fair,Clear,Day,70,28721,Straight,Low,1,Low,Present,Present,1
-17.957438,31.409678,16,3,Rural Road,Fair,Clear,Day,60,3813,Straight,Low,5,Medium,Present,Present,1
-18.326025,31.612037,5,4,Highway,Poor,Foggy,Day,60,13183,Gentle,Low,1,Medium,Present,Absent,1
-17.11329,31.045186,10,1,Urban Road,Good,Rainy,Night,80,6957,Straight,High,0,Low,Present,Present,1
-17.989373,31.88075,11,3,Urban Road,Poor,Clear,Day,60,27548,Gentle,High,1,Low,Present,Present,0
-16.623731,31.120266,8,2,Urban Road,Good,Clear,Day,110,18651,Straight,High,1,Medium,Absent,Absent,1
-18.331534,31.438252,9,5,Rural Road,Good,Clear,Night,70,6827,Straight,Medium,0,Medium,Present,Present,1
-18.148154,31.429745,11,1,Rural Road,Good,Clear,Day,110,14675,Straight,Low,3,Low,Present,Present,0
-16.662108,31.069399,12,4,Urban Road,Good,Clear,Day,60,16159,Gentle,Medium,2,Low,Present,Present,1
-17.945518,32.393691,14,3,Urban Road,Poor,Clear,Day,110,17421,Straight,Low,0,Low,Present,Absent,1
-16.508815,32.346417,15,1,Urban Road,Good,Rainy,Day,90,4283,Moderate,Low,3,Low,Present,Present,1
-18.292904,31.290697,10,4,Highway,Good,Rainy,Day,80,29556,Moderate,High,4,Medium,Absent,Present,1
-16.879711,32.16216,4,5,Urban Road,Poor,Rainy,Night,100,12467,Straight,High,2,Low,Present,Absent,1
-17.254657,31.468943,8,4,Rural Road,Fair,Rainy,Day,90,19448,Sharp,Medium,5,Medium,Present,Present,1
-17.885192,32.176994,12,4,Urban Road,Good,Rainy,Day,90,5713,Moderate,Low,1,Low,Present,Present,1
-16.790178,32.423473,7,5,Highway,Fair,Rainy,Day,120,22398,Straight,Low,2,Medium,Present,Present,1
-16.722043,31.469018,9,4,Urban Road,Fair,Clear,Day,50,28996,Moderate,Medium,4,Medium,Present,Absent,1
-17.184295,31.09864,7,3,Rural Road,Fair,Rainy,Day,110,16027,Gentle,Medium,3,High,Present,Present,0
-16.848207,30.744159,13,2,Urban Road,Poor,Clear,Day,60,6412,Straight,Medium,2,High,Present,Present,1
-18.427371,32.413053,6,4,Highway,Good,Rainy,Night,90,28919,Gentle,Low,0,Low,Present,Present,1
-17.127515,30.620103,10,4,Rural Road,Poor,Rainy,Day,70,9609,Moderate,Low,5,High,Present,Present,1
-17.58037,31.950329,17,5,Urban Road,Good,Rainy,Day,50,7640,Sharp,Low,1,High,Present,Present,1
-16.961731,31.871286,13,1,Urban Road,Good,Rainy,Night,70,21309,Straight,Low,2,Low,Present,Present,1
-17.384436,31.200403,11,5,Urban Road,Poor,Clear,Day,100,2923,Straight,Low,5,Medium,Present,Present,1
-16.972186,31.126575,5,5,Urban Road,Fair,Rainy,Day,60,7489,Moderate,Low,5,Medium,Present,Present,1
-17.960623,32.469599,4,4,Highway,Poor,Rainy,Day,90,18992,Moderate,Medium,5,High,Present,Present,1
-17.235311,31.354534,7,4,Rural Road,Good,Rainy,Day,120,26281,Gentle,Low,3,Low,Present,Present,1
-17.316728,31.2686,11,3,Rural Road,Good,Clear,Night,100,14134,Sharp,Medium,3,Low,Absent,Absent,0
-17.007278,31.059847,11,2,Urban Road,Good,Rainy,Night,110,20707,Gentle,Low,1,High,Present,Present,1
-16.967304,31.237574,6,3,Highway,Good,Rainy,Day,50,17481,Straight,Medium,5,Medium,Present,Present,0
-16.668752,31.283602,7,5,Urban Road,Fair,Rainy,Night,120,26937,Moderate,Low,1,Medium,Absent,Present,1
-17.647756,31.559569,11,2,Rural Road,Poor,Rainy,Day,120,12140,Straight,Medium,5,Medium,Present,Present,0
-17.703295,31.934742,13,3,Highway,Good,Rainy,Day,90,25592,Gentle,Low,5,Low,Present,Present,1
-17.112023,30.506222,10,1,Rural Road,Fair,Clear,Day,110,10810,Sharp,Medium,0,Low,Present,Present,0
-16.721985,32.206007,13,2,Urban Road,Fair,Rainy,Day,120,22251,Moderate,Medium,2,Low,Absent,Present,1
-18.194757,31.339198,11,2,Urban Road,Fair,Clear,Day,100,14901,Straight,Low,1,Low,Present,Present,0
-17.381484,31.114084,11,2,Highway,Fair,Rainy,Day,80,9654,Straight,High,4,Medium,Present,Absent,0
-16.668494,31.197886,11,4,Urban Road,Poor,Clear,Day,70,8493,Straight,Medium,5,Low,Present,Present,1
-16.68779,31.435207,4,2,Urban Road,Poor,Clear,Day,110,17625,Straight,Low,4,High,Present,Present,0
-17.096482,31.834414,7,3,Highway,Poor,Clear,Night,50,6075,Straight,Low,5,High,Absent,Present,0
-17.601647,31.770038,7,2,Highway,Good,Rainy,Day,120,13311,Moderate,Medium,3,Medium,Present,Present,0
-17.645021,31.953419,7,2,Rural Road,Good,Clear,Day,120,16260,Straight,Medium,0,Medium,Present,Absent,0
-18.284409,30.91361,8,1,Rural Road,Good,Clear,Night,60,13849,Gentle,Low,5,Low,Present,Present,0
-16.888032,31.413331,6,5,Urban Road,Good,Clear,Day,90,20462,Moderate,Medium,1,Low,Present,Present,1
-17.788085,30.735524,9,1,Urban Road,Fair,Clear,Day,50,23202,Straight,High,5,Medium,Absent,Present,0
-17.605356,31.135904,7,4,Highway,Fair,Rainy,Night,90,10751,Gentle,High,5,Medium,Absent,Present,1
-17.702761,30.553255,14,1,Highway,Good,Rainy,Day,100,2254,Gentle,High,1,Low,Present,Present,1
-16.844999,31.03191,11,1,Rural Road,Poor,Rainy,Day,100,25770,Straight,Low,2,Medium,Absent,Present,0
-17.065393,32.459962,10,4,Urban Road,Fair,Clear,Day,80,2272,Straight,High,1,Low,Absent,Present,1
-18.208685,31.443702,9,2,Highway,Fair,Clear,Day,110,18262,Straight,Medium,4,Low,Present,Present,0
-18.432023,32.185328,8,5,Rural Road,Fair,Clear,Day,60,24237,Straight,Medium,4,Low,Absent,Present,1
-16.838407,31.052727,9,5,Highway,Good,Rainy,Day,70,23015,Straight,Low,5,Low,Present,Present,1
-17.551214,31.076962,9,4,Rural Road,Poor,Clear,Day,90,15929,Gentle,Low,5,Low,Absent,Absent,1
-17.11509,32.209734,9,2,Urban Road,Good,Clear,Day,100,20889,Gentle,Low,4,Low,Present,Present,0
-17.493749,31.979958,8,4,Highway,Poor,Rainy,Day,50,2301,Gentle,Low,1,High,Present,Present,1
-17.538662,32.090997,14,1,Highway,Good,Clear,Day,120,9188,Moderate,Low,0,Medium,Present,Absent,1
-17.715962,31.46138,9,5,Urban Road,Fair,Rainy,Day,110,8867,Moderate,Low,5,Low,Present,Absent,1
-18.473849,31.282407,13,4,Rural Road,Fair,Clear,Day,120,21729,Gentle,Low,1,Low,Present,Present,1
-17.410607,31.15337,14,5,Highway,Fair,Rainy,Day,60,12411,Gentle,Low,1,Low,Present,Present,1
-17.415829,31.015656,8,1,Urban Road,Good,Clear,Day,100,27935,Gentle,Medium,3,Low,Present,Absent,0
-17.781625,30.881433,9,5,Rural Road,Poor,Foggy,Day,120,28019,Straight,Medium,5,Medium,Present,Present,1
-17.123268,32.01376,7,1,Highway,Fair,Clear,Night,110,3210,Straight,Medium,0,Low,Present,Present,0
-16.815875,31.278171,10,5,Urban Road,Poor,Clear,Day,120,18651,Moderate,Medium,5,Low,Absent,Present,1
-17.07853,32.370689,16,5,Urban Road,Fair,Clear,Night,50,15918,Straight,Low,5,Low,Present,Absent,1
-18.393824,32.018495,13,2,Urban Road,Good,Clear,Night,120,6141,Straight,Low,5,Low,Present,Present,1
-18.357119,31.98765,11,3,Rural Road,Fair,Clear,Day,90,9313,Straight,Medium,4,Low,Absent,Present,0
-17.651049,30.864931,16,2,Urban Road,Fair,Clear,Day,110,23313,Straight,High,1,Low,Present,Present,1
-16.934935,31.444296,5,5,Highway,Fair,Rainy,Day,70,29442,Gentle,Low,0,Medium,Present,Present,1
-17.462989,31.947135,8,4,Urban Road,Good,Clear,Night,90,4890,Straight,Low,2,Low,Absent,Present,1
-17.971387,30.619209,16,1,Highway,Poor,Clear,Day,100,12551,Straight,Low,5,Low,Present,Present,1
-17.926355,31.178517,10,2,Urban Road,Fair,Clear,Day,100,12418,Straight,High,0,Low,Present,Present,1
-17.42399,32.216899,6,3,Urban Road,Fair,Clear,Day,100,27436,Moderate,Low,0,Low,Present,Absent,0
-17.390879,32.376491,13,1,Urban Road,Fair,Rainy,Night,70,4134,Moderate,Low,4,Low,Absent,Present,1
-17.925201,31.203614,7,3,Urban Road,Fair,Clear,Day,80,28564,Gentle,Low,2,Medium,Present,Absent,0
-18.299073,31.856994,8,2,Rural Road,Fair,Clear,Day,100,22222,Straight,High,2,High,Present,Present,1
-17.557962,31.824661,17,5,Urban Road,Good,Foggy,Day,60,28532,Moderate,Low,4,Low,Present,Absent,1
-18.331219,32.137528,8,4,Highway,Fair,Clear,Day,60,7183,Straight,Low,2,Low,Present,Absent,1
-16.779707,31.325866,11,2,Rural Road,Fair,Clear,Day,80,15147,Moderate,Low,1,Low,Present,Present,0
-17.68803,32.173468,11,5,Rural Road,Good,Rainy,Day,90,2207,Straight,Medium,4,High,Present,Present,1
-17.925029,31.729251,7,2,Rural Road,Good,Clear,Day,90,14251,Straight,High,3,Low,Present,Present,1
-16.702024,30.543459,15,2,Urban Road,Fair,Clear,Night,120,17981,Moderate,Low,0,Low,Present,Absent,1
-17.247833,32.345315,10,2,Urban Road,Good,Foggy,Day,120,16616,Straight,Low,2,Low,Present,Present,0
-17.212841,32.124499,8,1,Urban Road,Poor,Rainy,Day,110,12416,Straight,Medium,0,Low,Present,Present,0
-16.920493,30.712165,7,5,Urban Road,Poor,Clear,Day,110,22936,Straight,Medium,3,Medium,Present,Absent,1
